sample_name	sample_name_original	barcode_prefix	sample_type	gcms_sample_name	gcms_sequence	gcms_analysis_batch	gcms_run_location	lcms_sample_name_fbmn	lcms_sample_name_cmn	lcms_batch	lcms_extraction_protocol	lcms_sample_type	lcms_sample_type_sub	collection_timestamp	depth_sample	depth_method	description	elevation	emp500_principal_investigator	emp500_study_id	emp500_title	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	environmental_package	geo_loc_name	host_subject_id	iron_mg_per_l	latitude	longitude	project_name	scientific_name	read_count_shotgun_r1	read_count_shotgun_woltka_uniq	read_count_shotgun_rep200	alpha_shotgun_woltka_min3450_richness	alpha_shotgun_woltka_min3450_shannon	alpha_shotgun_woltka_min3450_faithspd	alpha_shotgun_woltka_rar3450_richness	alpha_shotgun_woltka_rar3450_shannon	alpha_shotgun_woltka_rar3450_faithspd	alpha_shotgun_woltka_richness	alpha_shotgun_woltka_shannon	alpha_shotgun_woltka_faithspd	alpha_shotgun_woltka_min10k_richness	alpha_shotgun_woltka_min10k_shannon	alpha_shotgun_woltka_min10k_faithspd	alpha_shotgun_woltka_rar10k_richness	alpha_shotgun_woltka_rar10k_shannon	alpha_shotgun_woltka_rar10k_faithspd	songbird_trainTest_5050_empo_3	songbird_trainTest_5050_env_material	songbird_trainTest_8020_empo_3	songbird_trainTest_8020_env_material
13114.lcms.blank.spe.31	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	7A12_SPE_Blank.mzML	7A12_SPE_Blank	7	Bulk_201901_UCSD	Background_control	SPE	not applicable	not applicable	not applicable	lcms control	not applicable	Dorrestein	not applicable	not applicable	EMP sample	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
13114.lcms.blank.spe.37	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	8A5_SPE_blank.mzML	8A5_SPE_blank	8	Bulk_201901_UCSD	Background_control	SPE	not applicable	not applicable	not applicable	lcms control	not applicable	Dorrestein	not applicable	not applicable	EMP sample	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
13114.lcms.blank.spe.35	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	8B10_SPE_blank.mzML	8B10_SPE_blank	8	Bulk_201901_UCSD	Background_control	SPE	not applicable	not applicable	not applicable	lcms control	not applicable	Dorrestein	not applicable	not applicable	EMP sample	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
13114.lcms.blank.spe.33	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	8D5_SPE_blank.mzML	8D5_SPE_blank	8	Bulk_201901_UCSD	Background_control	SPE	not applicable	not applicable	not applicable	lcms control	not applicable	Dorrestein	not applicable	not applicable	EMP sample	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
13114.lcms.blank.spe.34	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	8E10_SPE_blank.mzML	8E10_SPE_blank	8	Bulk_201901_UCSD	Background_control	SPE	not applicable	not applicable	not applicable	lcms control	not applicable	Dorrestein	not applicable	not applicable	EMP sample	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
13114.lcms.blank.spe.36	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	8G5_SPE_blank.mzML	8G5_SPE_blank	8	Bulk_201901_UCSD	Background_control	SPE	not applicable	not applicable	not applicable	lcms control	not applicable	Dorrestein	not applicable	not applicable	EMP sample	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
13114.lcms.blank.spe.38	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	8H10_SPE_blank.mzML	8H10_SPE_blank	8	Bulk_201901_UCSD	Background_control	SPE	not applicable	not applicable	not applicable	lcms control	not applicable	Dorrestein	not applicable	not applicable	EMP sample	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
13114.lcms.blank.spe.45	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	9A8_SPE_blank.mzML	9A8_SPE_blank	9	Bulk_201901_UCSD	Background_control	SPE	not applicable	not applicable	not applicable	lcms control	not applicable	Dorrestein	not applicable	not applicable	EMP sample	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
13114.lcms.blank.spe.46	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	9B10_SPE_blank.mzML	9B10_SPE_blank	9	Bulk_201901_UCSD	Background_control	SPE	not applicable	not applicable	not applicable	lcms control	not applicable	Dorrestein	not applicable	not applicable	EMP sample	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
13114.lcms.blank.spe.47	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	9D6_SPE_blank.mzML	9D6_SPE_blank	9	Bulk_201901_UCSD	Background_control	SPE	not applicable	not applicable	not applicable	lcms control	not applicable	Dorrestein	not applicable	not applicable	EMP sample	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
13114.lcms.blank.solvent.25	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	7A4_blank.mzML	7A4_blank	7	Swabs_201901_UCSD	Background_control	Swabs	not applicable	not applicable	not applicable	lcms control	not applicable	Dorrestein	not applicable	not applicable	EMP sample	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
13114.lcms.blank.solvent.26	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	7B5_blank.mzML	7B5_blank	7	Swabs_201901_UCSD	Background_control	Swabs	not applicable	not applicable	not applicable	lcms control	not applicable	Dorrestein	not applicable	not applicable	EMP sample	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
13114.lcms.blank.solvent.35	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	7C2_blank.mzML	7C2_blank	7	Swabs_201901_UCSD	Background_control	Swabs	not applicable	not applicable	not applicable	lcms control	not applicable	Dorrestein	not applicable	not applicable	EMP sample	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
13114.lcms.blank.solvent.24	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	7C8_blank.mzML	7C8_blank	7	Swabs_201901_UCSD	Background_control	Swabs	not applicable	not applicable	not applicable	lcms control	not applicable	Dorrestein	not applicable	not applicable	EMP sample	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
