rowid,mibig_accession,organism_name,ncbi_tax_id,smiles,inchikey,no_stereo_inchikey,compound_name,molecular_formula
806,BGC0000495,Actinoplanes garbadinensis,69485,CC[C@H](C)[C@@H](C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](CC)C(=O)N[C@H](C)C(=O)N[C@@H](C(C)C)C(=O)N[C@H](CC1=CNC2=CC=CC=C21)C(=O)NCC(=O)N[C@H](CO)C(=O)N[C@H](C)C(=O)NCC(=O)N[C@H](CC)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)O)NC(=O)[C@@H](CC)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)N,LAWKVNVCUPIOMG-HWWYPGLISA-N,LAWKVNVCUPIOMG,actagardine,C81H132N20O23
807,BGC0000543,Staphylococcus epidermidis,1282,CC[C@H](C)[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@H](CS)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CS)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N/C(=C\C)/C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N/C(=C\C)/C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N/C(=C(\C)/S)/C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CS)C(=O)N[C@@H](CS)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(=O)N)C(=O)NCC(=O)N[C@@H](CS)C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)[C@H](C)NC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](C)NC(=O)C(=O)CC,SRCAXTIBNLIRHU-JJKPAIEPSA-N,SRCAXTIBNLIRHU,pep5,C153H258N46O41S6
808,BGC0000879,Streptomyces rimosus,1927,NC1=NC=NC2=C1C(=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O)C#N,XOKJUSAYZUAMGJ-WOUKDFQISA-N,XOKJUSAYZUAMGJ,toyocamycin,C12H13N5O4
809,BGC0000879,Streptomyces rimosus,1927,NC(=O)C1=CN([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C2=C1C(N)=NC=N2,OBZJZDHRXBKKTJ-JTFADIMSSA-N,OBZJZDHRXBKKTJ,sangivamycin,C12H15N5O5
810,BGC0001573,Claviceps africana,83212,CN1CC(CC2C1CC3=CNC4=CC=CC2=C34)C(=O)O,ORBSYPFBZQJNJE-UHFFFAOYSA-N,ORBSYPFBZQJNJE,dihydrolysergic acid,C16H18N2O2
811,BGC0000810,Zea mays,4577,COC1=CC2=C(C=C1)N(C(=O)C(O2)O)O,GDNZNIJPBQATCZ-UHFFFAOYSA-N,GDNZNIJPBQATCZ,benzoxazinone DIMBOA,C9H9NO5
812,BGC0000840,Xanthomonas oryzae pv. oryzae,64187,COC1=C(Br)C=CC(=C1)C(\Br)=C\C=C\C=C\C=C\C=C\C=C\C=C\C=C\C(=O)OCC(C)C,BYOONNMUFDGRQH-FKBBIVLOSA-N,BYOONNMUFDGRQH,xanthomonadin I,C28H30Br2O3
813,BGC0000328,Pseudomonas savastanoi pv. glycinea,318,CCC1CC1(NC(=O)C1=CC(CC)CC2C1CCC2=O)C(O)=O,FMGBNISRFNDECK-UHFFFAOYSA-N,FMGBNISRFNDECK,coronatine,C18H25NO4
814,BGC0001017,Microcystis aeruginosa PCC 7806,267872,C[C@H]1[C@@H](NC(=O)[C@@H](NC(=O)[C@H]([C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)C(=C)N(C(=O)CC[C@@H](NC1=O)C(=O)O)C)C)CC(C)C)C(=O)O)C)CCCN=C(N)N)/C=C/C(=C/[C@H](C)[C@H](CC2=CC=CC=C2)OC)/C,ZYZCGGRZINLQBL-GWRQVWKTSA-N,ZYZCGGRZINLQBL,microcystin LR,C49H74N10O12
815,BGC0001377,Streptomyces uncialis,1048205,CC(O)[C@@]12O[C@@]11[C@H](O)C#C\C=C/C#C[C@@H]2NC2=C1C=C(O)C1=C2C(=O)C2=CC=CC=C2C1=O,OBGWIHKWGGEOEV-YFRVKLFPSA-N,OBGWIHKWGGEOEV,uncialamycin,C26H17NO6
816,BGC0001453,Streptomyces argillaceus,41951,CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCN)O)O)O,UBQYURCVBFRUQT-UHFFFAOYSA-N,UBQYURCVBFRUQT,desferrioxamine,C25H48N6O8
817,BGC0001193,Saccharothrix algeriensis,173560,CN1C(=O)C(NC(C)=O)=C2SSC=C12,MHMRAFONCSQAIA-UHFFFAOYSA-N,MHMRAFONCSQAIA,thiolutin,C8H8N2O2S2
818,BGC0000432,Streptomyces rochei,1928,C1[C@H]([C@@H]2[C@@H](C(=O)N1)N=C(N2)N[C@H]3[C@@H]([C@@H]([C@H]([C@H](O3)CO)OC(=O)N)O)NC(=O)C[C@H](CCCNC(=O)C[C@H](CCCNC(=O)C[C@H](CCCNC(=O)C[C@H](CCCNC(=O)C[C@H](CCCNC(=O)C[C@H](CCCN)N)N)N)N)N)N)O,CTKOCMSLRIIOBG-JMSRUVCGSA-N,CTKOCMSLRIIOBG,streptothricin,C49H94N18O13
819,BGC0000137,Salinispora arenicola CNS-205,391037,C[C@H]1/C=C/C=C(\C(=O)NC2=CC(=C3C(=C2O)C(=C(C4=C3C(=O)[C@](O4)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)/C,HJYYPODYNSCCOU-ODRIEIDWSA-N,HJYYPODYNSCCOU,rifamycin,C37H47NO12
820,BGC0001775,Cordana terrestris,1293529,[H][C@]12CC3=C(NC4=CC=C([C@H](O)C5OC5(C)C)C(CC=C(C)C)=C34)[C@]1(C)[C@@]1(C)CCC(=O)C(C)(C)[C@]1(O)CC2,QMEIUISJYPRNPF-ZWXFSXOLSA-N,QMEIUISJYPRNPF,sespendole,C33H45NO4
821,BGC0000047,Streptomyces sp. KCTC 0041BP,201500,C[C@H]1C[C@H](C(=O)CCCC[C@H]([C@H](OC(=O)/C=C/[C@@H]([C@H]1O[C@H]2[C@@H]([C@H](C[C@H](O2)C)OC)O)C)C)O[C@H]3[C@@H]([C@@H]([C@@H]([C@H](O3)C)O)OC)OC)C,GACUILYHCBCNRP-YIBQJUBRSA-N,GACUILYHCBCNRP,"10,11-dihydro-8-deoxy-12,13-deepoxy-12,13-dihydrochalcomycin",C34H58O12
822,BGC0000123,Streptomyces sp. HK803,244967,CC[C@H]1C=CC(=O)O[C@@H]1\C=C\C(O)(CCN)[C@@H](C[C@@H](O)\C=C/C=C\C1CCCCC1)OP(O)(O)=O,GAIPQMSJLNWRGC-LLFZSTOQSA-N,GAIPQMSJLNWRGC,phoslactomycin B,C25H40NO8P
823,BGC0001344,Cystobacter sp. SBCb004,764904,CCC(C)C(NC(=O)C1CCCCN1C)C(=O)N(COC(=O)CC(C)C)C(CC(OC(C)=O)C1=NC(=CS1)C(=O)NC(CC(C)C(O)=O)CC1=CC=C(O)C=C1)C(C)C,IBEDDHUHZBDXGB-UHFFFAOYSA-N,IBEDDHUHZBDXGB,tubulysin A,C43H65N5O10S
824,BGC0001344,Cystobacter sp. SBCb004,764904,CCCC(=O)OCN(C(CC(OC(C)=O)C1=NC(=CS1)C(=O)NC(CC(C)C(O)=O)CC1=CC=C(O)C=C1)C(C)C)C(=O)C(NC(=O)C1CCCCN1C)C(C)CC,HWCIETDQUHYHGQ-UHFFFAOYSA-N,HWCIETDQUHYHGQ,tubulysin B,C42H63N5O10S
825,BGC0001344,Cystobacter sp. SBCb004,764904,[H][C@](C)(CC)[C@]([H])(NC(=O)[C@H]1CCCCN1C)C(=O)N(COC(=O)CC)[C@H](C[C@@H](OC(C)=O)C1=NC(=CS1)C(=O)N[C@H](C[C@H](C)C(O)=O)CC1=CC=C(O)C=C1)C(C)C,NZCNGJHOIKMMCG-UZRVFEFTSA-N,NZCNGJHOIKMMCG,tubulysin C,C41H61N5O10S
826,BGC0001344,Cystobacter sp. SBCb004,764904,CCC(C)C(NC(=O)C1CCCCN1C)C(=O)N(COC(=O)CC(C)C)C(CC(OC(C)=O)C1=NC(=CS1)C(=O)NC(CC(C)C(O)=O)CC1=CC=CC=C1)C(C)C,SAJNCFZAPSBQTQ-UHFFFAOYSA-N,SAJNCFZAPSBQTQ,tubulysin D,C43H65N5O9S
827,BGC0001344,Cystobacter sp. SBCb004,764904,CCCC(=O)OCN(C(CC(OC(C)=O)C1=NC(=CS1)C(=O)NC(CC(C)C(O)=O)CC1=CC=CC=C1)C(C)C)C(=O)C(NC(=O)C1CCCCN1C)C(C)CC,SEIXESXDPXDGRK-UHFFFAOYSA-N,SEIXESXDPXDGRK,tubulysin E,C42H63N5O9S
828,BGC0001344,Cystobacter sp. SBCb004,764904,[H][C@](C)(CC)[C@]([H])(NC(=O)[C@H]1CCCCN1C)C(=O)N(COC(=O)CC)[C@H](C[C@@H](OC(C)=O)C1=NC(=CS1)C(=O)N[C@H](C[C@H](C)C(O)=O)CC1=CC=CC=C1)C(C)C,RWWMZVCEIUIEHQ-WIIAZBTESA-N,RWWMZVCEIUIEHQ,tubulysin F,C41H61N5O9S
829,BGC0001344,Cystobacter sp. SBCb004,764904,[H][C@](C)(CC)[C@]([H])(NC(=O)[C@H]1CCCCN1C)C(=O)N(COC(=O)C=C(C)C)[C@H](C[C@@H](OC(C)=O)C1=NC(=CS1)C(=O)N[C@H](C[C@H](C)C(O)=O)CC1=CC=C(O)C=C1)C(C)C,QRLSJCMHFBSSJW-OEJISELMSA-N,QRLSJCMHFBSSJW,tubulysin G,C43H63N5O10S
830,BGC0001344,Cystobacter sp. SBCb004,764904,[H][C@](C)(CC)[C@]([H])(NC(=O)[C@H]1CCCCN1C)C(=O)N(COC(C)=O)[C@H](C[C@@H](OC(C)=O)C1=NC(=CS1)C(=O)N[C@H](C[C@H](C)C(O)=O)CC1=CC=CC=C1)C(C)C,CYTBBNFQKZOQJE-YRKZXFTRSA-N,CYTBBNFQKZOQJE,tubulysin H,C40H59N5O9S
831,BGC0001344,Cystobacter sp. SBCb004,764904,[H][C@](C)(CC)[C@]([H])(NC(=O)[C@H]1CCCCN1C)C(=O)N(COC(C)=O)[C@H](C[C@@H](OC(C)=O)C1=NC(=CS1)C(=O)N[C@H](C[C@H](C)C(O)=O)CC1=CC=C(O)C=C1)C(C)C,ADNHOQYEDVQAGD-XYFJCUIBSA-N,ADNHOQYEDVQAGD,tubulysin I,C40H59N5O10S
832,BGC0001373,Sordaria araneosa,573841,C[C@@H]1CC[C@@H]2[C@@H]1C[C@@]3([C@@H]4C[C@]2([C@]3(C(=C4)C(C)C)C(=O)O)C=O)CO[C@H]5[C@H]([C@@H]([C@@H]([C@H](O5)C)OC)O)O,OGGVRVMISBQNMQ-YPBSLCSMSA-N,OGGVRVMISBQNMQ,sordarin,C27H40O8
833,BGC0001415,Serratia marcescens subsp. marcescens Db11,273526,COC1=CC(=O)N(C1)C(=O)C2CSC(=N2)C(CO)NC(=O)C3=CSC(=CN=O)N3,NZGOIHZOTAJJCD-UHFFFAOYSA-N,NZGOIHZOTAJJCD,althiomycin,C16H17N5O6S2
834,BGC0001230,Streptomyces sp. CNB091,1169156,[H][C@]1(NC(=O)[C@@H](CC2=CC=CC=C2)N(C)C(=O)[C@@H]2NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](C)[C@@H](O)C(C)C)[C@H](C)OC(=O)[C@@H](COC(=O)CNC(=O)\C=C\[C@@]3(CO3)[C@H](C)OC3=CC=C2C=C3)NC1=O)[C@H](C)CC)[C@H](C)O,UIHLRTKYJPYYEU-OBBNVNRZSA-N,UIHLRTKYJPYYEU,salinamide A,C51H69N7O15
835,BGC0001230,Streptomyces sp. CNB091,1169156,CC[C@@H](C)[C@@H]1NC(=O)[C@H](NC(=O)[C@@H](C)[C@@H](O)C(C)C)[C@H](C)OC(=O)[C@H]2COC(=O)CNC(=O)\C=C/[C@@](O)(CCl)[C@H](C)OC3=CC=C(C=C3)[C@@H](NC1=O)C(=O)N(C)[C@H](CC1=CC=CC=C1)C(=O)N[C@@H]([C@H](C)O)C(=O)N2,MXWLREHUFSKYRH-CHKOLDIQSA-N,MXWLREHUFSKYRH,salinamide B,C51H70ClN7O15
836,BGC0001230,Streptomyces sp. CNB091,1169156,CC[C@H](C)[C@H]1NC(=O)[C@@H](NC(=O)[C@H](C)[C@H](O)C(C)C)[C@@H](C)OC(=O)[C@H](COC(=O)CNC(=O)\C=C\C(\C)=C\C)NC(=O)[C@H](NC(=O)[C@H](CC2=CC=CC=C2)N(C)C(=O)[C@@H](NC1=O)C1=CC=C(OC)C=C1)[C@@H](C)O,HVTYOEKGTBJUJS-LGQNIYRXSA-N,HVTYOEKGTBJUJS,salinamide C,C52H73N7O14
837,BGC0001230,Streptomyces sp. CNB091,1169156,C[C@@H]1[C@@H](C(=O)N[C@@H](C(=O)N[C@H]2C3=CC=C(C=C3)O[C@@H]([C@@]4(CO4)/C=C/C(=O)NCC(=O)OC[C@@H](C(=O)O1)NC(=O)[C@H](NC(=O)[C@@H](N(C2=O)C)CC5=CC=CC=C5)[C@@H](C)O)C)C(C)C)NC(=O)[C@H](C)[C@@H](C(C)C)O,BZSPUVXYOYRBCS-DCVGGGRMSA-N,BZSPUVXYOYRBCS,salinamide D,C50H67N7O15
838,BGC0001230,Streptomyces sp. CNB091,1169156,CC[C@H](C)[C@@H]1NC(=O)[C@H](NC(=O)[C@@H](C)[C@H](O)C(C)C)[C@H](C)OC(=O)[C@@H](CO)NC(=O)[C@@H](NC(=O)[C@@H](CC2=CC=CC=C2)N(C)C(=O)[C@H](NC1=O)C1=CC=C(OC)C=C1)[C@@H](C)O,OMRQLNQIRCTHRM-YJDILNHTSA-N,OMRQLNQIRCTHRM,salinamide E,C43H62N6O12
839,BGC0001230,Streptomyces sp. CNB091,1169156,O=C(N[C@](C(N[C@](C1=CC=C(O[C@H](C)[C@@](O)(CO)/C=C/C2=O)C=C1)([H])C(N([C@H](C(N[C@]3([H])[C@@H](C)O)=O)CC4=CC=CC=C4)C)=O)=O)([H])[C@H](CC)C)[C@H]([C@@H](C)OC([C@H](COC(CN2)=O)NC3=O)=O)NC([C@@H]([C@@H](C(C)C)O)C)=O,QDRISVFLDJIQNB-UMPSVNBLSA-N,QDRISVFLDJIQNB,salinamide F,C51H71N7O16
840,BGC0001230,Streptomyces sp. CNB091,1169156,O=C(N[C@](C(N[C@@](C1=CC=C(O)C=C1)([H])C(N([C@H](C(N[C@]2([H])[C@@H](C)O)=O)CC3=CC=CC=C3)C)=O)=O)([H])[C@H](CC)C)[C@H]([C@@H](C)OC([C@H](COC(CNC(/C=C/C(C)=C/C)=O)=O)NC2=O)=O)NC([C@@H]([C@@H](C(C)C)O)C)=O,JVVRVIOSZWLSED-LPXHXMFQSA-N,JVVRVIOSZWLSED,desmethylsalinamide C,C51H71N7O14
841,BGC0001230,Streptomyces sp. CNB091,1169156,O=C(N[C@](C(N[C@](C1=CC=C(O)C=C1)([H])C(N([C@H](C(N[C@]2([H])[C@@H](C)O)=O)CC3=CC=CC=C3)C)=O)=O)([H])[C@H](CC)C)[C@H]([C@@H](C)OC([C@H](CO[H])NC2=O)=O)NC([C@@H]([C@@H](C(C)C)O)C)=O,HQOGCJMIKOPZEW-NQIVYENRSA-N,HQOGCJMIKOPZEW,desmethylsalinamide E,C42H60N6O12
842,BGC0000665,Streptomyces sp. HKI0576,995841,[H][C@@]12CCC3=C(C=C4C(NC5=C4C=CC=C5)=C3)[C@@]1(C)CC[C@H](O)[C@@]2(C)C(O)=O,XUTJPVCJXVRRLB-SKWRMQMOSA-N,XUTJPVCJXVRRLB,xiamycin,C23H25NO3
843,BGC0001563,Cochliobolus pallescens,318706,CON1C(=C)C2=C([C@H](O)[C@@H](O)[C@@H](O2)\C=C\C=C\C)C1=O,MCGMBKWXTCCVNV-CNLWIZLKSA-N,MCGMBKWXTCCVNV,curvupallide-B,C14H17NO5
844,BGC0001511,Actinosynnema pretiosum subsp. pretiosum,103721,C[C@@H]1[C@@H]2C[C@]([C@@H](/C=C/C=C(/CC3=CC(=C(C(=C3)OC)Cl)N(C(=O)C[C@@H]([C@]4([C@H]1O4)C)OC(=O)C(C)C)C)\C)OC)(NC(=O)O2)O,OPQNCARIZFLNLF-JBHFWYGFSA-N,OPQNCARIZFLNLF,ansamitocin P-3,C32H43ClN2O9
845,BGC0000036,Streptomyces antibioticus,1890,C[C@@H](C(C(O)=O)=C1)C[C@@]2(C(O)=C(O3)C(O2)=O)[C@@H]1C=CCCCC[C@@H]4C=C[C@@]([C@@H](O[C@@H]5C[C@H](O)[C@@H](O[C@H]6O[C@@H](C)[C@H](O)[C@@H](OC(C7=C(C)C(Cl)=CC=C7OC)=O)C6)[C@@H](C)O5)CCC8)([H])[C@]8([H])[C@@H]4C3=O,HPWPAVYRWILWSZ-ACFKMXJHSA-N,HPWPAVYRWILWSZ,chlorothricin,C49H61ClO16
846,BGC0000036,Streptomyces antibioticus,1890,C[C@@H](C(C(O)=O)=C1)C[C@@]2(C(O)=C(O3)C(O2)=O)[C@@H]1C=CCCCC[C@@H]4C=C[C@@]([C@@H](O[C@@H]5C[C@H](O)[C@@H](O[C@H]6O[C@@H](C)[C@H](O)[C@@H](OC(C7=C(C)C=CC=C7OC)=O)C6)[C@@H](C)O5)CCC8)([H])[C@]8([H])[C@@H]4C3=O,KJMSPBOLTGEOGL-DLPOPHBRSA-N,KJMSPBOLTGEOGL,deschlorothricin,C49H62O16
847,BGC0000548,Streptococcus salivarius,1304,C[Si]1(O[Si](O[Si](O[Si](O1)(C)CCCOC(=O)C=C)(C)CCCOC(=O)C=C)(C)CCCOC(=O)C=C)CCCOC(=O)C=C,CUHKVBVNLQPDQC-UHFFFAOYSA-N,CUHKVBVNLQPDQC,salivaricin A,C28H48O12Si4
848,BGC0000232,Streptomyces sp. 2238-SVT4,681626,C[C@H]1CC2=CC(=C3C(=C2C(=O)C1)C(=O)C4=C(C3=O)C(=CC=C4)OC)O,INDHOTAYTXVPSZ-VIFPVBQESA-N,INDHOTAYTXVPSZ,hatomarubigin A,C20H16O5
849,BGC0000232,Streptomyces sp. 2238-SVT4,681626,C[C@H]1CC2=C(C(=O)C1)C3=C(C=C2)C(=O)C4=C(C=CC(=C4C3=O)O)OC,IAWMODONDSIOEK-VIFPVBQESA-N,IAWMODONDSIOEK,hatomarubigin B,C20H16O5
850,BGC0000232,Streptomyces sp. 2238-SVT4,681626,C[C@@H]1C[C@@H](C2=C(C1)C=CC3=C2C(=O)C4=C(C=CC(=C4C3=O)OC)O)O,CAEGIOZCLWNLAP-ZANVPECISA-N,CAEGIOZCLWNLAP,hatomarubigin C,C20H18O5
851,BGC0000232,Streptomyces sp. 2238-SVT4,681626,C[C@@H]1C[C@@H](C2=C(C1)C=CC3=C2C(=O)C4=C(C(=CC(=C4C3=O)OC)CC5=CC(=C6C(=C5O)C(=O)C7=C(C6=O)C=CC8=C7[C@H](C[C@H](C8)C)O)OC)O)O,AASPEXAITKEFPE-SEMUBUJISA-N,AASPEXAITKEFPE,hatomarubigin D,C41H36O10
852,BGC0000960,Streptomyces sahachiroi,285525,[H][C@@]12CN1\C([C@@H](OC(C)=O)[C@@H]2O)=C(\NC(=O)[C@@H](OC(=O)C1=C2C=CC=C(C)C2=CC(OC)=C1)[C@]1(C)CO1)C(=O)N\C(=C\O)C(C)=O,QIKVYJOCQXXRSJ-TWEUQPGKSA-N,QIKVYJOCQXXRSJ,azinomycin B,C31H33N3O11
853,BGC0000608,Actinokineospora fastidiosa,1816,C[C@H]1[C@H]([C@@](C[C@@H](O1)O[C@H]2[C@@H]3[C@H]4C5=NC(=CS5)C(=O)N[C@@H](COC(=O)C6=C(CO3)C7=C(COC2=O)C=CC=C7N6O)C8=NC(=CS8)C9=N/C(=C/1\NC(=CS1)C(=O)NC(=C)C(=O)N)/C(=O)C=C9C1=NC(=CS1)C(=O)N[C@H](C(=O)N/C(=C(\C)/OC)/C1=NC(=CS1)C(=O)N4)[C@@H](C)O)(C)O)N(C)C.C(=O)(C(F)(F)F)O,OIFUYQBCQXTGMP-UTVGFCCASA-N,OIFUYQBCQXTGMP,nocathiacin,C63H61F3N14O20S5
854,BGC0000901,Aspergillus niger,5061,CC(=O)N(CCCC1C(=O)NC(C(=O)NC(C(=O)NCC(=O)NCC(=O)NCC(=O)N1)CCCN(C(=O)C)[O-])CCCN(C(=O)C)[O-])[O-].[55Fe+3],GGUNGDGGXMHBMJ-HCMAANCNSA-N,GGUNGDGGXMHBMJ,ferrichrome,C27H42FeN9O12
855,BGC0000651,Streptomyces argenteolus,67274,CC1CC2C(CCC3C2(C(CC(C3(C)C(=O)O)OC4C(C(C(C(O4)C(=O)O)O)O)OC)C)C)(C5C1(C6CCC7(C(C6(CC5)C)CCC8(C7CCC9(C8CC1=C(O9)C=CC2=C1C(=O)OC2(CCC(=O)OC)O)CO)C)CO)C)C,DBIAGVXGCNWASW-UHFFFAOYSA-N,DBIAGVXGCNWASW,KS-505a,C61H88O17
856,BGC0001181,Streptomyces coelicolor A3(2),100226,C[C@H]1CCC[C@@]2([C@@]1(CCCC2)O)C,JLPUXFOGCDVKGO-TUAOUCFPSA-N,JLPUXFOGCDVKGO,geosmin,C12H22O
857,BGC0001075,Rhodococcus erythropolis,1833,CC(C)=CC(O)C\C(C)=C\CC\C(C)=C\CC1=C(C)N(O)C2=CC=CC=C2C1=O,CHMBGHGLJJOOSO-VAKGXLRMSA-N,CHMBGHGLJJOOSO,aurachin RE,C25H33NO3
858,BGC0000592,Microcystis aeruginosa NIES-298,449468,CC(C)C[C@@H]1NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CC2=CC=CC=C2)NC(C)=O)[C@@H](C)O)[C@@H](C)OC(=O)C[C@@H]2NC(=O)[C@@H]3COC(=O)CC[C@H](NC(=O)[C@H](CC4=CC5=CC=CC=C5N4)NC2=O)C(=O)N[C@@H](CCC(=O)NCCCC[C@H](NC1=O)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N1CCC[C@H]1C(=O)N3)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O,SSXIRHWTKBSKKV-DBBDCZJTSA-N,SSXIRHWTKBSKKV,microviridin B,C84H106N16O24
859,BGC0001303,Micromonospora sp. RL09-050-HVF-A,1703433,C[C@H]1CC=CC=C(C)C=C(C)C=C\C=C/[C@H](O)C[C@H](O)[C@@H](O)[C@H](O)[C@@H](C)C=CC=CC=CC(=O)N1,OXBKRYKWMRJSMZ-JCTAFSBOSA-N,OXBKRYKWMRJSMZ,lobosamide A,C29H41NO5
860,BGC0001303,Micromonospora sp. RL09-050-HVF-A,1703433,C[C@H]1CC=CC=C(C)C=C(C)C=C\C=C\[C@H](O)C[C@H](O)[C@@H](O)[C@H](O)[C@@H](C)C=CC=CC=CC(=O)N1,OXBKRYKWMRJSMZ-LLGQQDJPSA-N,OXBKRYKWMRJSMZ,lobosamide B,C29H41NO5
861,BGC0001303,Micromonospora sp. RL09-050-HVF-A,1703433,C[C@H]1CC=CC=C(C)C=C(C)C=C\C=C/[C@H](O)C[C@H](O)C[C@H](O)[C@@H](C)C=CC=CC=CC(=O)N1,QWTFNMWXRBGSIN-ZTSFYYCPSA-N,QWTFNMWXRBGSIN,lobosamide C,C29H41NO4
862,BGC0000723,Streptomyces hygroscopicus subsp. limoneus,264445,OCC1CC(NC2C=C(CO)C(O)C(O)C2O)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O,JARYYMUOCXVXNK-UHFFFAOYSA-N,JARYYMUOCXVXNK,β-D-galactosylvalidoxylamine-A,C20H35NO13
863,BGC0001346,Pseudomonas fluorescens,294,O=C(C(CC(C)C)NC(CC(O)CCCCCCCCC)=O)NC(CC(O)=O)C(NC(C(OC(C(CC(C)C)NC1=O)=O)C)C(NC(C(C)CC)C(NC(CC(C)C)C(NC(CCC(N)=O)C(NC1CC(C)C)=O)=O)=O)=O)=O,XESFGFJOLTYDKB-UHFFFAOYSA-N,XESFGFJOLTYDKB,bananamide 1,C55H97N9O14
864,BGC0001346,Pseudomonas fluorescens,294,O=C(C(CC(C)C)NC(CC(O)C/C=C/CCCCCC)=O)NC(CC(O)=O)C(NC(C(OC(C(CC(C)C)N1)=O)C)C(NC(C(C)CC)C(NC(CC(C)C)C(NC(CCC(N)=O)C(NC(CC(C)C)C1=O)=O)=O)=O)=O)=O,CRKNUILFYKYJPE-FMQUCBEESA-N,CRKNUILFYKYJPE,bananamide 2,C55H95N9O14
865,BGC0001346,Pseudomonas fluorescens,294,O=C(C(CC(C)C)NC(CC(O)CCCCCCC)=O)NC(CC(O)=O)C(NC(C(OC(C(CC(C)C)NC1=O)=O)C)C(NC(C(C)CC)C(NC(CC(C)C)C(NC(CCC(N)=O)C(NC1CC(C)C)=O)=O)=O)=O)=O,AWWVEZRMFWOMFU-UHFFFAOYSA-N,AWWVEZRMFWOMFU,bananamide 3,C53H93N9O14
866,BGC0000696,Micromonospora echinospora,1877,CN[C@H]1[C@@H](O)CO[C@H](O[C@H]2[C@H](N)C[C@H](N)[C@@H](O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]2O)[C@@H]1O,BDTQHFBWYNCGHN-CUYCKOLISA-N,BDTQHFBWYNCGHN,gentamicin,C18H36N4O10
867,BGC0000977,Aspergillus oryzae,5062,CC(=O)C1=C([C@@H]2[C@@H]3[C@@H](CC4=C5C3=CNC5=CC=C4)C(N2C1=O)(C)C)O,SZINUGQCTHLQAZ-DQYPLSBCSA-N,SZINUGQCTHLQAZ,cyclopiazonic acid,C20H20N2O3
868,BGC0001162,Moorea producens JHB,1454205,CCCCCCCCCCCCCCCC=C,ADOBXTDBFNCOBN-UHFFFAOYSA-N,ADOBXTDBFNCOBN,1-heptadecene,C17H34
869,BGC0000264,Streptomyces resistomycificus,67356,CC1=CC(=C2C3=C4C(=CC(=C13)O)C(C(=O)C5=C(C=C(C(=C45)C2=O)O)O)(C)C)O,ABLACSIRCKEUOB-UHFFFAOYSA-N,ABLACSIRCKEUOB,resistomycin,C22H16O6
870,BGC0000264,Streptomyces resistomycificus,67356,CC1=C2C(=O)C=C3C(C)(C)C(=O)C4=C(O)C=C(O)C5=C4C3(O)C2=C(C(O)=C1)C5=O,FRXZTKQCZPGFDX-UHFFFAOYSA-N,FRXZTKQCZPGFDX,resistoflavine,C22H16O7
871,BGC0000225,Streptomyces roseofulvus,33902,[H][C@@]12CC(=O)O[C@]1([H])C1=C([C@@H](CCC)O2)C(=O)C2=C(O)C=CC=C2C1=O,AVCPRTNVVRPELB-YRUZYCQGSA-N,AVCPRTNVVRPELB,frenolicin B,C18H16O6
