sample_name	sample_name_original	barcode_prefix	sample_type	gcms_sample_name	gcms_sequence	gcms_analysis_batch	gcms_run_location	lcms_sample_name_fbmn	lcms_sample_name_cmn	lcms_batch	lcms_position	lcms_extraction_protocol	lcms_sample_type	lcms_sample_type_sub	lcms_replicate	collection_timestamp	depth_sample	depth_method	description	elevation	emp500_principal_investigator	emp500_study_id	emp500_pi_study_id	emp500_title	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	environmental_package	geo_loc_name	host_subject_id	iron_mg_per_l	latitude	longitude	project_name	scientific_name	read_count_shotgun_r1	read_count_shotgun_woltka_uniq	read_count_shotgun_rep200	alpha_shotgun_woltka_min3450_richness	alpha_shotgun_woltka_min3450_shannon	alpha_shotgun_woltka_min3450_faithspd	alpha_shotgun_woltka_rar3450_richness	alpha_shotgun_woltka_rar3450_shannon	alpha_shotgun_woltka_rar3450_faithspd	alpha_shotgun_woltka_richness	alpha_shotgun_woltka_shannon	alpha_shotgun_woltka_faithspd	alpha_shotgun_woltka_min10k_richness	alpha_shotgun_woltka_min10k_shannon	alpha_shotgun_woltka_min10k_faithspd	alpha_shotgun_woltka_rar10k_richness	alpha_shotgun_woltka_rar10k_shannon	alpha_shotgun_woltka_rar10k_faithspd	songbird_train_empo_3
13114.roy.chowdhury.45.s015	RoyChowdhury45.soil.15.SO2.s1	roy-chowdhury.45.s015	soil	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	no	7/21/15	0.005	not applicable	surface soil	2.0	Roy-Chowdhury	45	Roy-Chowdhury45	Spanish hypersaline sandy soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	marine salt marsh biome	saline marsh	soil	soil	soil	Spain:Province of Huelva:Reserva de la Biosfera y Paraje Natural de las Marismas del Odiel	SO2-s1	not applicable	37.221464	-6.962177	MinT	salt marsh metagenome	6874089.0	125690.0	634425.0	213.0	3.693294525	48.18746523	169.0	3.676741854	41.0478913	494.0	4.9081407269233015	91.28196232610004	494.0	4.9081407269233015	91.28196232610004	232.0	4.8682482810020415	45.97382928437378	Train
13114.roy.chowdhury.45.s016	RoyChowdhury45.soil.16.SO2.s8	roy-chowdhury.45.s016	soil	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	no	7/21/15	0.005	not applicable	surface soil	2.0	Roy-Chowdhury	45	Roy-Chowdhury45	Spanish hypersaline sandy soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	marine salt marsh biome	saline marsh	soil	soil	soil	Spain:Province of Huelva:Reserva de la Biosfera y Paraje Natural de las Marismas del Odiel	SO2-s8	not applicable	37.221457	-6.962103	MinT	salt marsh metagenome	7923169.0	358277.0	1503950.0	174.0	4.299113911	33.50709114	162.0	4.280970526	31.20415136	428.0	4.462343717767463	70.94471523097106	428.0	4.462343717767463	70.94471523097106	144.0	4.404012742150753	25.84417405648856	Test
13114.roy.chowdhury.45.s017	RoyChowdhury45.soil.17.SO3.3	roy-chowdhury.45.s017	soil	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	no	7/21/15	0.025	not applicable	subsurface soil	3.0	Roy-Chowdhury	45	Roy-Chowdhury45	Spanish hypersaline sandy soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	marine salt marsh biome	saline marsh	soil	soil	soil	Spain:Province of Huelva:Reserva de la Biosfera y Paraje Natural de las Marismas del Odiel	SO3-3	not applicable	37.20772	-6.957318	MinT	salt marsh metagenome	16007.0	858.0	1544.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	58.0	4.166441004510224	14.450389500751045	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Train
13114.roy.chowdhury.45.s018	RoyChowdhury45.soil.18.SO3.3s	roy-chowdhury.45.s018	soil	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	no	7/21/15	0.005	not applicable	surface soil	3.0	Roy-Chowdhury	45	Roy-Chowdhury45	Spanish hypersaline sandy soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	marine salt marsh biome	saline marsh	soil	soil	soil	Spain:Province of Huelva:Reserva de la Biosfera y Paraje Natural de las Marismas del Odiel	SO3-3s	not applicable	37.20772	-6.957318	MinT	salt marsh metagenome	15262.0	1264.0	3239.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	61.0	4.1535885963499615	14.899621362332256	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Test
13114.roy.chowdhury.45.s019	RoyChowdhury45.soil.19.SO3.1	roy-chowdhury.45.s019	soil	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	no	7/21/15	0.025	not applicable	subsurface soil	4.0	Roy-Chowdhury	45	Roy-Chowdhury45	Spanish hypersaline sandy soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	marine salt marsh biome	saline marsh	soil	soil	soil	Spain:Province of Huelva:Reserva de la Biosfera y Paraje Natural de las Marismas del Odiel	SO3-1	not applicable	37.207736	-6.957184	MinT	salt marsh metagenome	283.0	8.0	37.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3.0	1.2987949406953987	2.0772102535702293	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Train
13114.roy.chowdhury.45.s020	RoyChowdhury45.soil.20.SO3.1s	roy-chowdhury.45.s020	soil	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	no	7/21/15	0.005	not applicable	surface soil	4.0	Roy-Chowdhury	45	Roy-Chowdhury45	Spanish hypersaline sandy soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	marine salt marsh biome	saline marsh	soil	soil	soil	Spain:Province of Huelva:Reserva de la Biosfera y Paraje Natural de las Marismas del Odiel	SO3-1s	not applicable	37.207736	-6.957184	MinT	salt marsh metagenome	9691336.0	573670.0	2293109.0	281.0	1.103484568	54.57568219	71.0	1.000759865	17.4530301	652.0	4.256792733351372	109.09050923381642	652.0	4.2567927333513715	109.09050923381642	190.0	4.21263426539831	36.16893440427316	Train
13114.roy.chowdhury.45.s021	RoyChowdhury45.soil.21.SO4.1	roy-chowdhury.45.s021	soil	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	no	7/21/15	0.025	not applicable	subsurface soil	3.0	Roy-Chowdhury	45	Roy-Chowdhury45	Spanish hypersaline sandy soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	marine salt marsh biome	saline marsh	soil	soil	soil	Spain:Province of Huelva:Reserva de la Biosfera y Paraje Natural de las Marismas del Odiel	SO4-1	not applicable	37.206429	-6.955089	MinT	salt marsh metagenome	4819791.0	53878.0	196543.0	491.0	5.829797471	80.31722363	304.0	5.687245779	52.735213	850.0	5.626768445872479	131.02824653140374	850.0	5.626768445872479	131.02824653140374	526.0	5.562391200251184	86.78519541174568	Test
13114.roy.chowdhury.45.s022	RoyChowdhury45.soil.22.SO4.1s	roy-chowdhury.45.s022	soil	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	no	7/21/15	0.005	not applicable	surface soil	3.0	Roy-Chowdhury	45	Roy-Chowdhury45	Spanish hypersaline sandy soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	marine salt marsh biome	saline marsh	soil	soil	soil	Spain:Province of Huelva:Reserva de la Biosfera y Paraje Natural de las Marismas del Odiel	SO4-1s	not applicable	37.206429	-6.955089	MinT	salt marsh metagenome	7539.0	1545.0	1948.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	142.0	5.937913243919701	34.91732389354024	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Train
13114.roy.chowdhury.45.s023	RoyChowdhury45.soil.23.SO4.9	roy-chowdhury.45.s023	soil	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	no	7/21/15	0.025	not applicable	subsurface soil	3.0	Roy-Chowdhury	45	Roy-Chowdhury45	Spanish hypersaline sandy soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	marine salt marsh biome	saline marsh	soil	soil	soil	Spain:Province of Huelva:Reserva de la Biosfera y Paraje Natural de las Marismas del Odiel	SO4-9	not applicable	37.206429	-6.955089	MinT	salt marsh metagenome	1818258.0	2883.0	7274.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	260.0	6.4965055728870675	63.00260714261663	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Test
13114.roy.chowdhury.45.s024	RoyChowdhury45.soil.24.SO4.9s	roy-chowdhury.45.s024	soil	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	no	7/21/15	0.005	not applicable	surface soil	3.0	Roy-Chowdhury	45	Roy-Chowdhury45	Spanish hypersaline sandy soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	marine salt marsh biome	saline marsh	soil	soil	soil	Spain:Province of Huelva:Reserva de la Biosfera y Paraje Natural de las Marismas del Odiel	SO4-9s	not applicable	37.206429	-6.955089	MinT	salt marsh metagenome	4558946.0	85207.0	268829.0	324.0	5.958481462000001	62.18746263	252.0	5.965462339	50.06063394	650.0	4.299384781254673	105.88872395349928	650.0	4.299384781254673	105.88872395349928	389.0	4.285726595951993	66.81709930464126	Train
13114.sandin.54.s001	Sandin54.Blanton.host.associated.1	sandin.54.s001	fish gut contents	EMP_Feces_sandin_54_s001_a03_M_260	260	note applicable	UCSD	5D2_3_64_sandin-54-s001-a04.mzML	5D2_3_64_sandin-54-s001-a04	5.00	5D2	Bulk_201901_UCSD	Sample	Bulk	no	7/5/14 10:00	20	not applicable	Girella nigricans gut contents	0.0	Sandin	54	Sandin54	Fish gut contents	EMP sample	Host-associated	Animal	Animal proximal gut	marine biome	animal-associated habitat	intestine environment	host-associated	host-associated	United States of America:State of California:Santa Catalina Island	GN1C	not applicable	33.44520833	-118.4855722	SCB_teleost	gut metagenome	75003.0	39.0	239.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	14.0	3.5533797824100763	7.7342670545965575	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Train
13114.sandin.54.s002	Sandin54.Blanton.host.associated.2	sandin.54.s002	fish gut contents	EMP_Feces_sandin_54_s002_a03_M_179	179	note applicable	UCSD	5C10_3_57_sandin-54-s002-a04.mzML	5C10_3_57_sandin-54-s002-a04	5.00	5C10	Bulk_201901_UCSD	Sample	Bulk	no	8/2/14 10:00	20	not applicable	Girella nigricans gut contents	0.0	Sandin	54	Sandin54	Fish gut contents	EMP sample	Host-associated	Animal	Animal proximal gut	marine biome	animal-associated habitat	intestine environment	host-associated	host-associated	United States of America:State of California:Santa Catalina Island	GN2A	not applicable	33.44520833	-118.4855722	SCB_teleost	gut metagenome	81363.0	281.0	356.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	33.0	3.569548563709544	12.024480722199314	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Test
13114.sandin.54.s003	Sandin54.Blanton.host.associated.3	sandin.54.s003	fish gut contents	EMP_Feces_sandin_54_s003_a03_M_180	180	note applicable	UCSD	5D7_3_76_sandin-54-s003-a04.mzML	5D7_3_76_sandin-54-s003-a04	5.00	5D7	Bulk_201901_UCSD	Sample	Bulk	no	8/2/14 10:00	20	not applicable	Girella nigricans gut contents	0.0	Sandin	54	Sandin54	Fish gut contents	EMP sample	Host-associated	Animal	Animal proximal gut	marine biome	animal-associated habitat	intestine environment	host-associated	host-associated	United States of America:State of California:Santa Catalina Island	GN2B	not applicable	33.44520833	-118.4855722	SCB_teleost	gut metagenome	87031.0	278.0	214.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	37.0	3.770390993286016	14.360642354726679	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Train
13114.sandin.54.s004	Sandin54.Blanton.host.associated.4	sandin.54.s004	fish gut contents	EMP_Feces_sandin_54_s004_a03_M_181	181	note applicable	UCSD	5B11_3_13_sandin-54-s004-a04.mzML	5B11_3_13_sandin-54-s004-a04	5.00	5B11	Bulk_201901_UCSD	Sample	Bulk	no	11/23/13 16:00	10	not applicable	Atherinopsis californiensis gut contents	0.0	Sandin	54	Sandin54	Fish gut contents	EMP sample	Host-associated	Animal	Animal proximal gut	marine biome	animal-associated habitat	intestine environment	host-associated	host-associated	United States of America:State of California:Scripps Coastal Reserve	AC4B	not applicable	32.86715	-117.2573472	SCB_teleost	gut metagenome	16412519.0	8959.0	45062.0	173.0	4.455173487	46.29227867	134.0	4.3968472310000015	39.38201981	260.0	5.188749357462863	70.82180708254964	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Test
13114.sandin.54.s005	Sandin54.Blanton.host.associated.5	sandin.54.s005	fish gut contents	EMP_Feces_sandin_54_s005_a03_M_182	182	note applicable	UCSD	5C7_3_39_sandin-54-s005-a04.mzML	5C7_3_39_sandin-54-s005-a04	5.00	5C7	Bulk_201901_UCSD	Sample	Bulk	no	3/31/14 11:00	20	not applicable	Embiotoca jacksoni gut contents	0.0	Sandin	54	Sandin54	Fish gut contents	EMP sample	Host-associated	Animal	Animal proximal gut	marine biome	animal-associated habitat	intestine environment	host-associated	host-associated	United States of America:State of California:Kendall-Frost Mission Bay Marsh Reserve	EJ1A	not applicable	32.77924444	-117.2280806	SCB_teleost	gut metagenome	341885.0	35715.0	348404.0	126.0	3.342165885	31.69727362	62.0	3.3543640110000004	18.22948788	191.0	3.657825871937487	45.65515919281052	191.0	3.6578258719374865	45.65515919281052	125.0	3.661082327521485	30.524874230503432	Train
13114.sandin.54.s006	Sandin54.Blanton.host.associated.6	sandin.54.s006	fish gut contents	EMP_Feces_sandin_54_s006_a03_M_183	183	note applicable	UCSD	5B7_3_5_sandin-54-s006-a04.mzML	5B7_3_5_sandin-54-s006-a04	5.00	5B7	Bulk_201901_UCSD	Sample	Bulk	no	3/31/14 11:00	20	not applicable	Embiotoca jacksoni gut contents	0.0	Sandin	54	Sandin54	Fish gut contents	EMP sample	Host-associated	Animal	Animal proximal gut	marine biome	animal-associated habitat	intestine environment	host-associated	host-associated	United States of America:State of California:Kendall-Frost Mission Bay Marsh Reserve	EJ1B	not applicable	32.77924444	-117.2280806	SCB_teleost	gut metagenome	341534.0	1053.0	1321.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	82.0	4.180717949302252	28.66081365414402	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Test
13114.sandin.54.s007	Sandin54.Blanton.host.associated.7	sandin.54.s007	fish gut contents	EMP_Feces_sandin_54_s007_a03_M_184	184	note applicable	UCSD	5B5_3_1_sandin-54-s007-a04.mzML	5B5_3_1_sandin-54-s007-a04	5.00	5B5	Bulk_201901_UCSD	Sample	Bulk	no	1/29/16 10:45	20	not applicable	Triakis semifasciata captive duodenum valve contents	0.0	Sandin	54	Sandin54	Fish gut contents	EMP sample	Host-associated	Animal	Animal proximal gut	marine biome	animal-associated habitat	intestine environment	host-associated	host-associated	United States of America:State of California:La Jolla Cove	XTSA_D	not applicable	32.85047778	-117.2705806	SCB_elasmo	gut metagenome	3155732.0	483.0	1762.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	101.0	5.447731560774589	37.207161327919714	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Train
13114.sandin.54.s008	Sandin54.Blanton.host.associated.8	sandin.54.s008	fish gut contents	EMP_Feces_sandin_54_s008_a03_M_315	315	note applicable	UCSD	5B9_3_9_sandin-54-s008-a04.mzML	5B9_3_9_sandin-54-s008-a04	5.00	5B9	Bulk_201901_UCSD	Sample	Bulk	no	1/29/16 10:45	20	not applicable	Triakis semifasciata captive spiral valve contents	0.0	Sandin	54	Sandin54	Fish gut contents	EMP sample	Host-associated	Animal	Animal proximal gut	marine biome	animal-associated habitat	intestine environment	host-associated	host-associated	United States of America:State of California:La Jolla Cove	XTSA_S	not applicable	32.85047778	-117.2705806	SCB_elasmo	gut metagenome	6575599.0	3121.0	6450.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	43.0	2.9282775719727945	20.14931525809629	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Test
13114.sandin.54.s009	Sandin54.Blanton.host.associated.9	sandin.54.s009	fish gut contents	EMP_Feces_sandin_54_s009_a03_M_316	316	note applicable	UCSD	5C12_3_61_sandin-54-s009-a04.mzML	5C12_3_61_sandin-54-s009-a04	5.00	5C12	Bulk_201901_UCSD	Sample	Bulk	no	1/28/16 10:30	200	not applicable	Eptatretus stoutii captive gut contents	0.0	Sandin	54	Sandin54	Fish gut contents	EMP sample	Host-associated	Animal	Animal proximal gut	marine biome	animal-associated habitat	intestine environment	host-associated	host-associated	United States of America:State of California:Scripps Coastal Reserve	XES1A	not applicable	32.87051111	-117.2607611	SCB_myxini	gut metagenome	11528780.0	2041.0	13323.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	162.0	4.960452299966368	55.191649953347685	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Train
13114.sandin.54.s010	Sandin54.Blanton.host.associated.10	sandin.54.s010	fish gut contents	EMP_Feces_sandin_54_s010_a03_M_317	317	note applicable	UCSD	5B6_3_4_sandin-54-s010-a04.mzML	5B6_3_4_sandin-54-s010-a04	5.00	5B6	Bulk_201901_UCSD	Sample	Bulk	no	1/28/16 10:30	200	not applicable	Eptatretus stoutii wild gut contents	0.0	Sandin	54	Sandin54	Fish gut contents	EMP sample	Host-associated	Animal	Animal proximal gut	marine biome	animal-associated habitat	intestine environment	host-associated	host-associated	United States of America:State of California:Scripps Coastal Reserve	XES2A	not applicable	32.87051111	-117.2607611	SCB_myxini	gut metagenome	11669043.0	2234.0	6188.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	77.0	2.371511499998646	32.97226869513429	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Test
13114.sandin.54.s011	Sandin54.Blanton.host.associated.11	sandin.54.s011	fish gut contents	EMP_Feces_sandin_54_s011_a03_M_318	318	note applicable	UCSD	5D3_3_68_sandin-54-s011-a04.mzML	5D3_3_68_sandin-54-s011-a04	5.00	5D3	Bulk_201901_UCSD	Sample	Bulk	no	1/28/16 10:30	200	not applicable	Eptatretus stoutii wild gut contents	0.0	Sandin	54	Sandin54	Fish gut contents	EMP sample	Host-associated	Animal	Animal proximal gut	marine biome	animal-associated habitat	intestine environment	host-associated	host-associated	United States of America:State of California:Scripps Coastal Reserve	XES2B	not applicable	32.87051111	-117.2607611	SCB_myxini	gut metagenome	11728272.0	14238.0	54797.0	84.0	3.366619847	24.03457501	69.0	3.325915224	17.96725394	200.0	4.0190197790244735	48.01639609913649	200.0	4.0190197790244735	48.01639609913649	185.0	3.985052763564261	44.04486770987819	Train
13114.sandin.54.s012	Sandin54.Ac.achi.1213.foregut	sandin.54.s012	fish gut contents	EMP_Feces_sandin_54_s012_a03_M_319	319	note applicable	UCSD	5D8_3_77_sandin-54-s012-a04.mzML	5D8_3_77_sandin-54-s012-a04	5.00	5D8	Bulk_201901_UCSD	Sample	Bulk	no	10/28/13 0:00	not provided	not applicable	Acanthurus achilles gut contents	0.0	Sandin	54	Sandin54	Fish gut contents	EMP sample	Host-associated	Animal	Animal proximal gut	marine biome	animal-associated habitat	intestine environment	host-associated	host-associated	Oceania:Kiribati:Central Line Islands:Starbuck Island	Ac.achi.1213.foregut	not applicable	-5.641667	-155.877778	Southern Line Islands 2013	gut metagenome	7288214.0	5305.0	30715.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	423.0	6.857809164516697	107.12553571893999	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Train
